shipment_id,reference_type,reference_id,carrier_name,mode,origin_warehouse_id,destination,ship_date,estimated_arrival,actual_arrival,freight_cost,is_expedited,weight_kg,status
SHP-6264,PO,PO-2961,FastTrack Logistics,LTL,WH-SOUTH,"Portland, OR",2025-10-13,2025-10-16,2025-10-17,215.12,False,335.7,delivered
SHP-6265,SO,SO-5498,FastTrack Logistics,air,WH-EAST,"Boston, MA",2025-10-22,2025-10-23,2025-10-24,631.06,True,228.4,delivered
SHP-6266,SO,SO-4335,Pacific Coast Carriers,LTL,WH-WEST,"Omaha, NE",2025-10-31,2025-11-03,2025-11-03,270.48,False,199.9,delivered
SHP-6267,PO,PO-2456,Midwest Express Shipping,ground,WH-WEST,"Detroit, MI",2025-10-27,2025-11-05,2025-11-05,370.57,False,83.2,delivered
SHP-6268,SO,SO-5625,Southern Route Transport,ground,WH-EAST,"Omaha, NE",2025-10-17,2025-10-20,2025-10-21,256.28,False,250.5,delivered
SHP-6269,SO,SO-2190,Midwest Express Shipping,ground,WH-WEST,"Atlanta, GA",2025-11-06,2025-11-12,2025-11-12,194.48,False,380.3,delivered
SHP-6270,SO,SO-7384,Midwest Express Shipping,FTL,WH-SOUTH,"Long Beach, CA",2025-10-23,2025-10-31,2025-10-31,177.53,False,29.0,delivered
SHP-6271,PO,PO-3001,Southern Route Transport,FTL,WH-SOUTH,"Boston, MA",2025-10-29,2025-11-01,2025-11-04,353.14,False,77.9,delayed
SHP-6272,PO,PO-2997,Continental Freight,ground,WH-SOUTH,"Indianapolis, IN",2025-10-23,2025-11-01,2025-11-01,120.23,False,156.2,delivered
SHP-6273,SO,SO-5423,Midwest Express Shipping,LTL,WH-WEST,"Hartford, CT",2025-11-11,2025-11-21,2025-11-21,327.6,False,123.8,delivered
SHP-6274,SO,SO-3692,Atlas Global Freight,ground,WH-SOUTH,"Charlotte, NC",2025-11-10,2025-11-18,2025-11-20,281.98,False,43.8,delayed
SHP-6275,SO,SO-3383,Pacific Coast Carriers,ground,WH-SOUTH,"Atlanta, GA",2025-11-06,2025-11-10,2025-11-13,258.86,False,81.9,delayed
SHP-6276,SO,SO-6888,Pacific Coast Carriers,FTL,WH-SOUTH,"Cleveland, OH",2025-10-20,2025-10-26,2025-10-26,178.05,False,342.1,delivered
SHP-6277,PO,PO-2953,Pacific Coast Carriers,LTL,WH-WEST,"Portland, OR",2025-10-17,2025-10-23,2025-10-24,266.48,False,190.0,delivered
SHP-6278,PO,PO-1740,Midwest Express Shipping,LTL,WH-CENTRAL,"Atlanta, GA",2025-11-10,2025-11-15,2025-11-15,265.67,False,499.6,delivered
SHP-6279,SO,SO-5868,FastTrack Logistics,LTL,WH-WEST,"Portland, OR",2025-10-16,2025-10-19,2025-10-19,140.35,False,19.4,delivered
SHP-6280,SO,SO-4653,Pacific Coast Carriers,LTL,WH-CENTRAL,"Boston, MA",2025-10-24,2025-11-03,2025-11-03,345.23,False,401.2,delivered
SHP-6281,SO,SO-6757,Pacific Coast Carriers,FTL,WH-WEST,"Portland, OR",2025-11-11,2025-11-21,2025-11-21,286.62,False,329.2,delivered
SHP-6282,PO,PO-1131,FastTrack Logistics,LTL,WH-SOUTH,"Omaha, NE",2025-11-03,2025-11-06,2025-11-06,349.75,False,212.6,delivered
SHP-6283,SO,SO-4639,Midwest Express Shipping,ground,WH-EAST,"Houston, TX",2025-10-13,2025-10-20,2025-10-20,239.96,False,159.2,delivered
SHP-6284,SO,SO-2651,Pacific Coast Carriers,LTL,WH-SOUTH,"Detroit, MI",2025-10-23,2025-11-01,2025-11-01,159.35,False,219.9,delivered
SHP-6285,PO,PO-1818,Midwest Express Shipping,ground,WH-EAST,"Atlanta, GA",2025-10-15,2025-10-24,2025-10-24,199.42,False,444.8,delivered
SHP-6286,SO,SO-5020,Pacific Coast Carriers,ground,WH-WEST,"Boston, MA",2025-10-31,2025-11-08,2025-11-08,176.81,False,364.7,delivered
SHP-6287,SO,SO-4150,Southern Route Transport,ground,WH-WEST,"Hartford, CT",2025-10-22,2025-10-27,2025-10-28,366.06,False,114.1,delivered
SHP-6288,SO,SO-5687,FastTrack Logistics,FTL,WH-SOUTH,"Reno, NV",2025-10-14,2025-10-17,2025-10-17,216.47,False,323.5,delivered
SHP-6289,SO,SO-7056,FastTrack Logistics,LTL,WH-CENTRAL,"Portland, OR",2025-10-14,2025-10-22,2025-10-22,130.24,False,334.3,delivered
SHP-6290,SO,SO-2105,Southern Route Transport,LTL,WH-EAST,"Charlotte, NC",2025-10-14,2025-10-18,2025-10-18,362.93,False,261.9,delivered
SHP-6291,PO,PO-3111,Southern Route Transport,ground,WH-CENTRAL,"Houston, TX",2025-11-05,2025-11-08,2025-11-08,359.07,False,167.2,delivered
SHP-6292,SO,SO-3518,Southern Route Transport,LTL,WH-EAST,"Reno, NV",2025-10-28,2025-11-01,2025-11-01,271.34,False,465.8,delivered
SHP-6293,SO,SO-5538,Atlas Global Freight,LTL,WH-WEST,"Portland, OR",2025-10-21,2025-10-30,2025-10-31,142.69,False,216.2,delivered
SHP-6294,SO,SO-3141,FastTrack Logistics,air,WH-SOUTH,"Reno, NV",2025-11-11,2025-11-12,2025-11-12,864.5,True,399.3,delivered
SHP-6295,SO,SO-2659,Continental Freight,ground,WH-WEST,"Portland, OR",2025-11-07,2025-11-15,2025-11-15,268.81,False,12.3,delivered
SHP-6296,PO,PO-3597,Continental Freight,ground,WH-SOUTH,"Boston, MA",2025-10-23,2025-11-02,2025-11-02,308.65,False,158.4,delivered
SHP-6297,PO,PO-3920,FastTrack Logistics,air,WH-WEST,"Portland, OR",2025-11-06,2025-11-09,2025-11-11,1046.86,True,335.1,delayed
SHP-6298,PO,PO-2081,Southern Route Transport,ground,WH-SOUTH,"Charlotte, NC",2025-10-17,2025-10-24,2025-10-24,121.93,False,47.9,delivered
SHP-6299,SO,SO-5559,Southern Route Transport,FTL,WH-CENTRAL,"Houston, TX",2025-10-20,2025-10-24,2025-10-24,171.72,False,399.4,delivered
SHP-6300,PO,PO-1915,Atlas Global Freight,ground,WH-CENTRAL,"Reno, NV",2025-10-24,2025-11-03,2025-11-04,367.21,False,449.1,delivered
SHP-6301,SO,SO-6966,Midwest Express Shipping,ground,WH-CENTRAL,"Long Beach, CA",2025-10-14,2025-10-19,2025-10-19,358.54,False,144.3,delivered
SHP-6302,PO,PO-3221,Midwest Express Shipping,LTL,WH-WEST,"Reno, NV",2025-10-17,2025-10-25,2025-10-25,186.91,False,461.3,delivered
SHP-6303,PO,PO-1392,Continental Freight,FTL,WH-SOUTH,"Detroit, MI",2025-10-31,2025-11-08,2025-11-08,334.26,False,79.1,delivered
SHP-6304,SO,SO-6319,Southern Route Transport,FTL,WH-CENTRAL,"Hartford, CT",2025-10-14,2025-10-22,2025-10-22,247.09,False,332.1,delivered
SHP-6305,SO,SO-4237,Pacific Coast Carriers,ground,WH-EAST,"Long Beach, CA",2025-11-07,2025-11-13,2025-11-13,303.69,False,76.3,delivered
SHP-6306,SO,SO-6500,Pacific Coast Carriers,ground,WH-CENTRAL,"Cleveland, OH",2025-10-30,2025-11-04,2025-11-04,271.47,False,33.4,delivered
SHP-6307,SO,SO-3942,Midwest Express Shipping,FTL,WH-EAST,"Boston, MA",2025-10-15,2025-10-22,2025-10-22,304.99,False,52.2,delivered
SHP-6308,SO,SO-6056,Pacific Coast Carriers,LTL,WH-CENTRAL,"Cleveland, OH",2025-10-24,2025-11-02,2025-11-02,289.16,False,477.1,delivered
SHP-6309,SO,SO-5882,FastTrack Logistics,ground,WH-CENTRAL,"Boston, MA",2025-10-16,2025-10-25,2025-10-24,366.83,False,366.8,delivered
SHP-6310,PO,PO-1805,Southern Route Transport,ground,WH-EAST,"Portland, OR",2025-11-05,2025-11-09,2025-11-09,247.87,False,327.0,delivered
SHP-6311,SO,SO-5009,Atlas Global Freight,LTL,WH-SOUTH,"Portland, OR",2025-10-23,2025-11-02,2025-11-02,305.56,False,357.8,delivered
SHP-6312,SO,SO-5298,Continental Freight,LTL,WH-EAST,"Portland, OR",2025-10-31,2025-11-06,2025-11-06,197.6,False,493.6,delivered
SHP-6313,SO,SO-7124,Atlas Global Freight,LTL,WH-EAST,"Omaha, NE",2025-10-24,2025-10-28,2025-10-28,146.56,False,284.3,delivered
SHP-6314,PO,PO-2080,FastTrack Logistics,air,WH-SOUTH,"Reno, NV",2025-11-05,2025-11-08,2025-11-08,439.0,True,479.6,delivered
SHP-6315,PO,PO-1906,Midwest Express Shipping,LTL,WH-SOUTH,"Omaha, NE",2025-10-27,2025-10-31,2025-11-03,256.45,False,281.0,delayed
SHP-6316,SO,SO-6754,Continental Freight,LTL,WH-EAST,"Reno, NV",2025-11-03,2025-11-08,2025-11-08,197.62,False,167.0,delivered
SHP-6317,SO,SO-3283,Southern Route Transport,ground,WH-CENTRAL,"Omaha, NE",2025-10-23,2025-11-02,2025-11-02,195.7,False,433.1,delivered
SHP-6318,SO,SO-2585,Southern Route Transport,LTL,WH-CENTRAL,"Indianapolis, IN",2025-10-28,2025-11-05,2025-11-05,320.92,False,43.9,delivered
SHP-6319,PO,PO-3159,Atlas Global Freight,ground,WH-WEST,"Charlotte, NC",2025-11-11,2025-11-17,2025-11-16,221.19,False,55.7,delivered
SHP-6320,SO,SO-5100,Continental Freight,LTL,WH-EAST,"Atlanta, GA",2025-10-16,2025-10-24,2025-10-24,351.43,False,127.9,delivered
SHP-6321,PO,PO-2175,Midwest Express Shipping,LTL,WH-EAST,"Long Beach, CA",2025-10-29,2025-11-04,2025-11-04,290.79,False,154.1,delivered
SHP-6322,PO,PO-2124,Continental Freight,LTL,WH-WEST,"Long Beach, CA",2025-10-20,2025-10-24,2025-10-26,136.02,False,265.0,delayed
SHP-6323,SO,SO-5003,FastTrack Logistics,LTL,WH-CENTRAL,"Indianapolis, IN",2025-10-16,2025-10-25,2025-10-25,135.62,False,149.5,delivered
SHP-6324,SO,SO-4334,Southern Route Transport,LTL,WH-SOUTH,"Boston, MA",2025-10-13,2025-10-19,2025-10-19,203.81,False,32.0,delivered
SHP-6325,PO,PO-1853,Southern Route Transport,ground,WH-SOUTH,"Cleveland, OH",2025-11-03,2025-11-12,2025-11-12,177.14,False,485.9,delivered
SHP-6326,SO,SO-5627,Midwest Express Shipping,LTL,WH-WEST,"Reno, NV",2025-10-13,2025-10-16,2025-10-17,263.19,False,150.8,delivered
SHP-6327,SO,SO-4088,Southern Route Transport,LTL,WH-WEST,"Detroit, MI",2025-10-22,2025-10-26,2025-10-26,146.32,False,428.5,delivered
SHP-6328,PO,PO-3586,Continental Freight,ground,WH-EAST,"Omaha, NE",2025-10-30,2025-11-03,2025-11-03,233.32,False,425.4,delivered
SHP-6329,SO,SO-5775,Southern Route Transport,FTL,WH-WEST,"Detroit, MI",2025-11-03,2025-11-09,2025-11-12,334.18,False,30.7,delayed
SHP-6330,SO,SO-6299,Pacific Coast Carriers,ground,WH-CENTRAL,"Portland, OR",2025-10-22,2025-10-25,2025-10-25,317.97,False,305.4,delivered
SHP-6331,SO,SO-2370,Pacific Coast Carriers,LTL,WH-SOUTH,"Hartford, CT",2025-11-05,2025-11-13,2025-11-13,196.82,False,262.1,delivered
SHP-6332,SO,SO-5322,Continental Freight,LTL,WH-EAST,"Atlanta, GA",2025-10-24,2025-10-29,2025-10-29,370.84,False,82.7,delivered
SHP-6333,PO,PO-4035,Continental Freight,LTL,WH-SOUTH,"Houston, TX",2025-10-15,2025-10-21,2025-10-21,297.84,False,229.3,delivered
SHP-6334,SO,SO-7241,Pacific Coast Carriers,ground,WH-WEST,"Cleveland, OH",2025-11-03,2025-11-10,2025-11-10,263.64,False,366.3,delivered
SHP-6335,SO,SO-2198,Midwest Express Shipping,LTL,WH-EAST,"Detroit, MI",2025-10-21,2025-10-24,2025-10-24,161.27,False,366.4,delivered
SHP-6336,SO,SO-6157,FastTrack Logistics,ground,WH-EAST,"Portland, OR",2025-10-28,2025-11-01,2025-11-01,125.9,False,152.4,delivered
SHP-6337,PO,PO-2041,Atlas Global Freight,LTL,WH-EAST,"Omaha, NE",2025-10-14,2025-10-18,2025-10-18,171.36,False,268.9,delivered
SHP-6338,PO,PO-1302,Atlas Global Freight,FTL,WH-SOUTH,"Long Beach, CA",2025-10-13,2025-10-23,2025-10-23,147.13,False,267.6,delivered
SHP-6339,SO,SO-5857,Atlas Global Freight,ground,WH-WEST,"Cleveland, OH",2025-10-30,2025-11-07,2025-11-07,347.93,False,453.1,delivered
SHP-6340,PO,PO-1238,Pacific Coast Carriers,LTL,WH-WEST,"Detroit, MI",2025-10-16,2025-10-21,2025-10-21,214.09,False,123.6,delivered
SHP-6341,SO,SO-3897,Southern Route Transport,LTL,WH-SOUTH,"Boston, MA",2025-10-14,2025-10-24,2025-10-24,232.9,False,45.6,delivered
SHP-6342,PO,PO-4048,Midwest Express Shipping,ground,WH-CENTRAL,"Houston, TX",2025-10-31,2025-11-10,2025-11-10,291.79,False,69.1,delivered
SHP-6343,SO,SO-5460,Pacific Coast Carriers,LTL,WH-WEST,"Reno, NV",2025-10-16,2025-10-26,2025-10-26,265.73,False,288.9,delivered
SHP-6344,SO,SO-5365,Midwest Express Shipping,ground,WH-WEST,"Long Beach, CA",2025-10-15,2025-10-19,2025-10-19,267.91,False,375.2,delivered
SHP-6345,PO,PO-2163,Midwest Express Shipping,ground,WH-SOUTH,"Houston, TX",2025-11-05,2025-11-10,2025-11-10,272.22,False,19.4,delivered
SHP-6346,PO,PO-2734,Southern Route Transport,LTL,WH-EAST,"Houston, TX",2025-11-07,2025-11-11,2025-11-11,348.67,False,25.0,delivered
SHP-6347,PO,PO-3068,Continental Freight,LTL,WH-WEST,"Cleveland, OH",2025-10-17,2025-10-25,2025-10-25,203.38,False,115.2,delivered
SHP-6348,PO,PO-1650,Midwest Express Shipping,ground,WH-SOUTH,"Hartford, CT",2025-10-17,2025-10-26,2025-10-26,292.85,False,217.8,delivered
SHP-6349,PO,PO-3356,Atlas Global Freight,LTL,WH-EAST,"Atlanta, GA",2025-11-04,2025-11-11,2025-11-11,299.25,False,126.3,delivered
SHP-6350,SO,SO-2565,FastTrack Logistics,LTL,WH-CENTRAL,"Charlotte, NC",2025-10-29,2025-11-01,2025-11-01,194.71,False,189.7,delivered
SHP-6351,SO,SO-2087,Atlas Global Freight,ground,WH-CENTRAL,"Indianapolis, IN",2025-10-28,2025-10-31,2025-10-31,345.17,False,343.7,delivered
SHP-6352,SO,SO-2181,Atlas Global Freight,LTL,WH-SOUTH,"Atlanta, GA",2025-10-22,2025-10-31,2025-10-31,230.66,False,246.5,delivered
SHP-6353,SO,SO-5059,Pacific Coast Carriers,FTL,WH-EAST,"Long Beach, CA",2025-11-10,2025-11-19,2025-11-19,337.59,False,472.3,delivered
SHP-6354,SO,SO-6891,FastTrack Logistics,FTL,WH-CENTRAL,"Detroit, MI",2025-11-03,2025-11-10,2025-11-10,259.33,False,73.2,delivered
SHP-6355,PO,PO-4010,FastTrack Logistics,ground,WH-EAST,"Detroit, MI",2025-10-17,2025-10-23,2025-10-23,282.46,False,281.3,delivered
SHP-6356,PO,PO-1906,Midwest Express Shipping,ground,WH-SOUTH,"Hartford, CT",2025-10-20,2025-10-29,2025-10-28,175.52,False,156.4,delivered
SHP-6357,PO,PO-3656,FastTrack Logistics,FTL,WH-SOUTH,"Boston, MA",2025-11-07,2025-11-12,2025-11-13,216.84,False,41.9,delivered
SHP-6358,SO,SO-6875,Midwest Express Shipping,LTL,WH-SOUTH,"Portland, OR",2025-11-10,2025-11-19,2025-11-22,136.45,False,442.0,delayed
SHP-6359,PO,PO-2585,Continental Freight,ground,WH-CENTRAL,"Reno, NV",2025-10-28,2025-11-07,2025-11-07,307.62,False,332.7,delivered
SHP-6360,SO,SO-2662,Continental Freight,ground,WH-WEST,"Reno, NV",2025-11-03,2025-11-13,2025-11-15,249.32,False,188.6,delayed
SHP-6361,PO,PO-1384,Pacific Coast Carriers,LTL,WH-SOUTH,"Omaha, NE",2025-10-30,2025-11-05,2025-11-06,171.67,False,372.4,delivered
SHP-6362,PO,PO-3694,Pacific Coast Carriers,ground,WH-SOUTH,"Boston, MA",2025-11-07,2025-11-17,2025-11-17,134.44,False,44.2,delivered
SHP-6363,SO,SO-3359,FastTrack Logistics,ground,WH-SOUTH,"Detroit, MI",2025-11-06,2025-11-10,2025-11-10,276.84,False,29.9,delivered
SHP-6364,SO,SO-6250,FastTrack Logistics,FTL,WH-SOUTH,"Charlotte, NC",2025-11-06,2025-11-14,2025-11-15,224.7,False,290.5,delivered
SHP-6365,SO,SO-3627,Midwest Express Shipping,LTL,WH-EAST,"Omaha, NE",2025-10-29,2025-11-03,2025-11-03,175.54,False,53.5,delivered
SHP-6366,SO,SO-5468,Southern Route Transport,LTL,WH-EAST,"Charlotte, NC",2025-10-24,2025-11-03,2025-11-03,342.76,False,315.2,delivered
SHP-6367,SO,SO-2154,Pacific Coast Carriers,FTL,WH-CENTRAL,"Indianapolis, IN",2025-10-27,2025-11-02,2025-11-02,127.83,False,237.5,delivered
SHP-6368,SO,SO-2075,Atlas Global Freight,FTL,WH-WEST,"Cleveland, OH",2025-10-30,2025-11-07,2025-11-09,288.39,False,485.5,delayed
SHP-6369,PO,PO-3768,FastTrack Logistics,LTL,WH-CENTRAL,"Detroit, MI",2025-10-21,2025-10-24,2025-10-24,193.61,False,98.2,delivered
SHP-6370,SO,SO-5658,Pacific Coast Carriers,FTL,WH-CENTRAL,"Long Beach, CA",2025-10-17,2025-10-22,2025-10-22,319.27,False,302.9,delivered
SHP-6371,PO,PO-1228,Continental Freight,ground,WH-WEST,"Long Beach, CA",2025-10-28,2025-11-07,2025-11-07,274.13,False,219.9,delivered
SHP-6372,SO,SO-4080,Southern Route Transport,LTL,WH-CENTRAL,"Charlotte, NC",2025-10-22,2025-10-29,2025-10-29,203.78,False,97.6,delivered
SHP-6373,SO,SO-4279,Atlas Global Freight,ground,WH-SOUTH,"Cleveland, OH",2025-11-07,2025-11-10,2025-11-11,242.11,False,447.6,delivered
SHP-6374,PO,PO-1203,Atlas Global Freight,FTL,WH-WEST,"Atlanta, GA",2025-11-07,2025-11-11,2025-11-11,325.6,False,223.2,delivered
SHP-6375,PO,PO-3908,Continental Freight,LTL,WH-EAST,"Boston, MA",2025-10-22,2025-11-01,2025-11-01,175.43,False,103.2,delivered
SHP-6376,PO,PO-2698,Atlas Global Freight,FTL,WH-EAST,"Portland, OR",2025-10-22,2025-11-01,2025-11-01,266.98,False,215.2,delivered
SHP-6377,SO,SO-5776,Pacific Coast Carriers,LTL,WH-SOUTH,"Omaha, NE",2025-11-11,2025-11-18,2025-11-18,236.68,False,19.2,delivered
SHP-6378,SO,SO-4609,Southern Route Transport,FTL,WH-EAST,"Long Beach, CA",2025-10-29,2025-11-02,2025-11-02,373.22,False,229.8,delivered
SHP-6379,SO,SO-3329,FastTrack Logistics,ground,WH-SOUTH,"Portland, OR",2025-10-16,2025-10-19,2025-10-19,268.63,False,42.9,delivered
SHP-6380,SO,SO-6011,Continental Freight,FTL,WH-WEST,"Omaha, NE",2025-10-27,2025-11-01,2025-11-01,155.74,False,258.2,delivered
SHP-6381,SO,SO-6829,FastTrack Logistics,ground,WH-SOUTH,"Hartford, CT",2025-10-30,2025-11-03,2025-11-04,236.06,False,206.2,delivered
SHP-6382,PO,PO-1296,Midwest Express Shipping,FTL,WH-WEST,"Omaha, NE",2025-11-05,2025-11-15,2025-11-15,166.51,False,331.4,delivered
SHP-6383,SO,SO-5990,FastTrack Logistics,LTL,WH-WEST,"Omaha, NE",2025-11-10,2025-11-17,2025-11-17,142.96,False,75.8,delivered
SHP-6384,SO,SO-3902,Continental Freight,ground,WH-CENTRAL,"Cleveland, OH",2025-11-05,2025-11-14,2025-11-14,304.73,False,237.6,delivered
SHP-6385,PO,PO-3732,Midwest Express Shipping,ground,WH-SOUTH,"Portland, OR",2025-10-24,2025-10-27,2025-10-27,279.0,False,288.7,delivered
SHP-6386,PO,PO-2996,Continental Freight,ground,WH-CENTRAL,"Portland, OR",2025-10-30,2025-11-04,2025-11-04,318.42,False,134.8,delivered
SHP-6387,PO,PO-3654,FastTrack Logistics,LTL,WH-SOUTH,"Houston, TX",2025-11-03,2025-11-06,2025-11-06,122.35,False,430.1,delivered
SHP-6388,PO,PO-2902,Midwest Express Shipping,ground,WH-CENTRAL,"Hartford, CT",2025-10-16,2025-10-21,2025-10-21,301.78,False,276.9,delivered
SHP-6389,SO,SO-4776,FastTrack Logistics,air,WH-EAST,"Reno, NV",2025-10-29,2025-11-01,2025-11-03,782.51,True,75.0,delayed
SHP-6390,SO,SO-5027,Midwest Express Shipping,LTL,WH-CENTRAL,"Hartford, CT",2025-11-04,2025-11-13,2025-11-13,375.93,False,126.2,delivered
SHP-6391,SO,SO-2367,Midwest Express Shipping,FTL,WH-SOUTH,"Portland, OR",2025-10-30,2025-11-02,2025-11-04,229.98,False,328.2,delayed
SHP-6392,SO,SO-6970,Continental Freight,FTL,WH-EAST,"Reno, NV",2025-10-22,2025-10-26,2025-10-28,227.6,False,87.6,delayed
SHP-6393,SO,SO-5164,Atlas Global Freight,LTL,WH-SOUTH,"Cleveland, OH",2025-10-13,2025-10-16,2025-10-16,216.58,False,441.8,delivered
SHP-6394,PO,PO-1791,Midwest Express Shipping,LTL,WH-SOUTH,"Boston, MA",2025-10-27,2025-10-30,2025-10-30,207.49,False,107.6,delivered
SHP-6395,SO,SO-5802,Midwest Express Shipping,LTL,WH-SOUTH,"Portland, OR",2025-10-21,2025-10-25,2025-10-25,314.94,False,415.2,delivered
SHP-6396,PO,PO-1343,Atlas Global Freight,ground,WH-WEST,"Houston, TX",2025-10-15,2025-10-18,2025-10-18,270.22,False,127.1,delivered
SHP-6397,PO,PO-1594,Pacific Coast Carriers,FTL,WH-EAST,"Indianapolis, IN",2025-10-27,2025-10-31,2025-10-31,305.84,False,92.9,delivered
SHP-6398,SO,SO-5863,FastTrack Logistics,air,WH-EAST,"Reno, NV",2025-10-15,2025-10-18,2025-10-18,972.15,True,252.1,delivered
SHP-6399,SO,SO-5795,Atlas Global Freight,LTL,WH-SOUTH,"Indianapolis, IN",2025-10-15,2025-10-19,2025-10-20,289.08,False,110.7,delivered
SHP-6400,SO,SO-3267,Midwest Express Shipping,LTL,WH-CENTRAL,"Hartford, CT",2025-10-31,2025-11-04,2025-11-05,364.87,False,276.6,delivered
SHP-6401,SO,SO-4558,FastTrack Logistics,ground,WH-WEST,"Portland, OR",2025-11-05,2025-11-11,2025-11-11,254.61,False,121.3,delivered
SHP-6402,SO,SO-6111,Pacific Coast Carriers,FTL,WH-WEST,"Houston, TX",2025-10-27,2025-11-02,2025-11-02,257.9,False,413.3,delivered
SHP-6403,SO,SO-6443,Atlas Global Freight,FTL,WH-WEST,"Reno, NV",2025-10-20,2025-10-26,2025-10-26,322.51,False,284.0,delivered
SHP-6404,PO,PO-3483,Pacific Coast Carriers,ground,WH-SOUTH,"Long Beach, CA",2025-10-24,2025-10-30,2025-10-30,148.31,False,189.3,delivered
SHP-6405,SO,SO-3655,Atlas Global Freight,ground,WH-EAST,"Reno, NV",2025-10-17,2025-10-25,2025-10-25,351.25,False,327.6,delivered
SHP-6406,SO,SO-5115,FastTrack Logistics,ground,WH-EAST,"Houston, TX",2025-10-31,2025-11-09,2025-11-10,134.94,False,155.8,delivered
SHP-6407,PO,PO-1590,Pacific Coast Carriers,LTL,WH-SOUTH,"Charlotte, NC",2025-11-07,2025-11-10,2025-11-12,224.63,False,387.2,delayed
SHP-6408,PO,PO-2859,Continental Freight,ground,WH-SOUTH,"Boston, MA",2025-11-07,2025-11-13,2025-11-15,172.24,False,390.5,delayed
SHP-6409,SO,SO-3184,Midwest Express Shipping,FTL,WH-CENTRAL,"Boston, MA",2025-11-04,2025-11-11,2025-11-11,277.72,False,410.7,delivered
SHP-6410,PO,PO-3208,Southern Route Transport,LTL,WH-EAST,"Boston, MA",2025-10-14,2025-10-17,2025-10-17,261.96,False,467.1,delivered
SHP-6411,PO,PO-4121,FastTrack Logistics,ground,WH-EAST,"Hartford, CT",2025-10-17,2025-10-21,2025-10-21,189.63,False,92.6,delivered
SHP-6412,SO,SO-4811,Atlas Global Freight,ground,WH-EAST,"Indianapolis, IN",2025-11-05,2025-11-10,2025-11-10,297.71,False,157.5,delivered
SHP-6413,SO,SO-5049,Southern Route Transport,LTL,WH-SOUTH,"Charlotte, NC",2025-10-24,2025-11-02,2025-11-02,133.78,False,168.0,delivered
SHP-6414,SO,SO-3298,FastTrack Logistics,LTL,WH-CENTRAL,"Portland, OR",2025-10-17,2025-10-25,2025-10-25,128.55,False,497.5,delivered
SHP-6415,PO,PO-1639,Southern Route Transport,LTL,WH-SOUTH,"Portland, OR",2025-10-22,2025-10-27,2025-10-27,330.83,False,440.0,delivered
SHP-6416,SO,SO-5365,FastTrack Logistics,air,WH-EAST,"Atlanta, GA",2025-11-07,2025-11-09,2025-11-09,695.42,True,182.6,delivered
SHP-6417,SO,SO-4944,FastTrack Logistics,ground,WH-EAST,"Cleveland, OH",2025-10-13,2025-10-19,2025-10-19,279.99,False,381.9,delivered
SHP-6418,SO,SO-6649,FastTrack Logistics,FTL,WH-EAST,"Atlanta, GA",2025-10-29,2025-11-07,2025-11-07,315.95,False,315.4,delivered
SHP-6419,SO,SO-3638,Southern Route Transport,LTL,WH-EAST,"Boston, MA",2025-11-07,2025-11-15,2025-11-15,149.3,False,456.5,delivered
SHP-6420,SO,SO-5718,Midwest Express Shipping,LTL,WH-EAST,"Atlanta, GA",2025-10-31,2025-11-09,2025-11-10,373.65,False,288.0,delivered
SHP-6421,PO,PO-3447,Midwest Express Shipping,ground,WH-SOUTH,"Houston, TX",2025-10-27,2025-11-02,2025-11-02,151.86,False,56.3,delivered
SHP-6422,SO,SO-2155,Pacific Coast Carriers,ground,WH-SOUTH,"Boston, MA",2025-10-31,2025-11-07,2025-11-07,282.59,False,16.9,delivered
SHP-6423,SO,SO-2144,Pacific Coast Carriers,ground,WH-EAST,"Long Beach, CA",2025-11-06,2025-11-14,2025-11-14,289.96,False,137.3,delivered
SHP-6424,PO,PO-2037,FastTrack Logistics,FTL,WH-CENTRAL,"Houston, TX",2025-11-04,2025-11-09,2025-11-08,344.23,False,294.1,delivered
SHP-6425,PO,PO-2421,FastTrack Logistics,air,WH-CENTRAL,"Omaha, NE",2025-11-10,2025-11-11,2025-11-11,676.39,True,187.7,delivered
SHP-6426,PO,PO-3362,FastTrack Logistics,LTL,WH-WEST,"Charlotte, NC",2025-10-20,2025-10-29,2025-10-29,345.31,False,232.6,delivered
SHP-6427,PO,PO-3896,FastTrack Logistics,ground,WH-SOUTH,"Omaha, NE",2025-10-20,2025-10-23,2025-10-23,171.88,False,492.3,delivered
SHP-6428,SO,SO-4027,Midwest Express Shipping,ground,WH-CENTRAL,"Omaha, NE",2025-11-10,2025-11-14,2025-11-14,154.91,False,332.9,delivered
SHP-6429,SO,SO-6574,Midwest Express Shipping,LTL,WH-CENTRAL,"Omaha, NE",2025-10-15,2025-10-18,2025-10-21,292.54,False,405.0,delayed
SHP-6430,SO,SO-6077,FastTrack Logistics,LTL,WH-EAST,"Omaha, NE",2025-11-06,2025-11-14,2025-11-14,192.74,False,203.3,delivered
SHP-6431,SO,SO-6554,Southern Route Transport,ground,WH-SOUTH,"Cleveland, OH",2025-10-27,2025-11-01,2025-11-03,186.81,False,453.7,delayed
