so_id,so_line_id,customer_id,product_id,warehouse_id,order_date,requested_delivery_date,promised_delivery_date,actual_ship_date,actual_delivery_date,qty_ordered,qty_shipped,qty_backordered,unit_price,revenue,status
SO-2857,1,CUST-0056,HF-1340,WH-CENTRAL,2025-08-28,2025-09-07,2025-09-08,2025-09-06,2025-09-09,10,10,0,14.5,145.0,delivered
SO-2858,1,CUST-0380,SE-2320,WH-EAST,2025-08-14,2025-08-25,2025-08-25,2025-08-22,2025-08-25,50,50,0,142.0,7100.0,delivered
SO-2859,1,CUST-0200,IF-7125,WH-CENTRAL,2025-08-29,2025-09-10,2025-09-10,2025-09-08,2025-09-10,5,5,0,47.0,235.0,delivered
SO-2860,1,CUST-0128,PB-5980,WH-EAST,2025-09-08,2025-09-22,2025-09-24,2025-09-23,2025-09-24,10,10,0,26.5,265.0,delivered
SO-2861,1,CUST-0041,PB-6090,WH-EAST,2025-08-22,2025-09-05,2025-09-05,2025-09-05,2025-09-05,25,25,0,97.0,2425.0,delivered
SO-2862,1,CUST-0290,EC-3004,WH-WEST,2025-09-03,2025-09-17,2025-09-17,2025-09-16,2025-09-18,50,50,0,209.0,10450.0,delivered
SO-2863,1,CUST-0171,PB-4890,WH-WEST,2025-08-15,2025-08-26,2025-08-26,2025-08-24,2025-08-26,50,50,0,45.0,2250.0,delivered
SO-2864,1,CUST-0440,HF-2540,WH-CENTRAL,2025-08-19,2025-08-28,2025-08-28,2025-08-28,2025-08-29,5,5,0,237.0,1185.0,delivered
SO-2865,1,CUST-0305,IF-7340,WH-EAST,2025-08-25,2025-08-28,2025-08-29,2025-08-28,2025-08-29,10,10,0,64.0,640.0,delivered
SO-2866,1,CUST-0230,PB-5870,WH-CENTRAL,2025-08-29,2025-09-12,2025-09-13,2025-09-13,2025-09-13,25,25,0,71.0,1775.0,delivered
SO-2867,1,CUST-0038,HF-1560,WH-EAST,2025-08-28,2025-09-05,2025-09-05,2025-09-03,2025-09-04,50,50,0,58.0,2900.0,delivered
SO-2868,1,CUST-0520,PB-5100,WH-SOUTH,2025-08-20,2025-08-24,2025-08-26,2025-08-25,2025-08-26,50,50,0,27.0,1350.0,delivered
SO-2869,1,CUST-0041,EC-1610,WH-SOUTH,2025-08-20,2025-08-29,2025-08-29,2025-08-29,2025-08-29,50,50,0,19.0,950.0,delivered
SO-2870,1,CUST-0041,PB-5760,WH-SOUTH,2025-09-03,2025-09-13,2025-09-13,2025-09-11,2025-09-13,10,10,0,225.0,2250.0,delivered
SO-2871,1,CUST-0155,EC-1610,WH-CENTRAL,2025-08-29,2025-09-01,2025-09-03,2025-09-01,2025-09-03,10,10,0,19.0,190.0,delivered
SO-2872,1,CUST-0089,SE-2650,WH-CENTRAL,2025-08-19,2025-08-27,2025-08-28,2025-08-25,2025-08-28,10,10,0,325.0,3250.0,delivered
SO-2873,1,CUST-0550,EC-2680,WH-SOUTH,2025-08-18,2025-09-01,2025-09-01,2025-08-29,2025-09-01,10,10,0,75.0,750.0,delivered
SO-2874,1,CUST-0410,EC-1455,WH-CENTRAL,2025-08-26,2025-08-30,2025-08-31,2025-08-28,2025-08-31,50,50,0,26.0,1300.0,delivered
SO-2875,1,CUST-0038,IF-8870,WH-WEST,2025-08-28,2025-08-31,2025-09-02,2025-09-01,2025-09-02,25,25,0,6.0,150.0,delivered
SO-2876,1,CUST-0275,EC-1940,WH-EAST,2025-08-18,2025-08-26,2025-08-26,2025-08-25,2025-08-26,10,10,0,32.0,320.0,delivered
SO-2877,1,CUST-0089,PB-6090,WH-WEST,2025-08-18,2025-08-28,2025-08-28,2025-08-28,2025-08-28,10,10,0,97.0,970.0,delivered
SO-2878,1,CUST-0038,PB-4890,WH-SOUTH,2025-09-10,2025-09-24,2025-09-25,2025-09-24,2025-09-25,100,100,0,45.0,4500.0,delivered
SO-2879,1,CUST-0260,EC-2790,WH-WEST,2025-08-22,2025-08-29,2025-08-31,2025-08-30,2025-09-01,50,50,0,104.0,5200.0,delivered
SO-2880,1,CUST-0200,SE-1125,WH-WEST,2025-09-02,2025-09-11,2025-09-11,2025-09-11,2025-09-10,50,50,0,14.5,725.0,delivered
SO-2881,1,CUST-0038,HF-3460,WH-CENTRAL,2025-09-12,2025-09-26,2025-09-26,2025-09-23,2025-09-25,5,5,0,87.0,435.0,delivered
SO-2882,1,CUST-0134,IF-9370,WH-EAST,2025-09-12,2025-09-22,2025-09-22,2025-09-21,2025-09-21,25,25,0,10.0,250.0,delivered
SO-2883,1,CUST-0128,PB-6460,WH-EAST,2025-08-20,2025-08-29,2025-08-29,2025-08-28,2025-08-29,100,100,0,6.5,650.0,delivered
SO-2884,1,CUST-0041,HF-3280,WH-SOUTH,2025-09-05,2025-09-13,2025-09-13,2025-09-13,2025-09-13,50,50,0,7.7,385.0,delivered
SO-2885,1,CUST-0590,PB-5430,WH-CENTRAL,2025-08-14,2025-08-21,2025-08-21,2025-08-21,2025-08-21,25,25,0,409.0,10225.0,delivered
SO-2886,1,CUST-0183,EC-2680,WH-WEST,2025-09-10,2025-09-14,2025-09-16,2025-09-15,2025-09-17,50,50,0,75.0,3750.0,delivered
SO-2887,1,CUST-0550,IF-9090,WH-EAST,2025-08-26,2025-09-05,2025-09-06,2025-09-03,2025-09-06,25,25,0,7.0,175.0,delivered
SO-2888,1,CUST-0134,EC-1835,WH-CENTRAL,2025-09-09,2025-09-13,2025-09-15,2025-09-12,2025-09-15,25,25,0,11.5,287.5,delivered
SO-2889,1,CUST-0038,SE-2980,WH-CENTRAL,2025-08-15,2025-08-27,2025-08-27,2025-08-27,2025-08-27,50,50,0,41.0,2050.0,delivered
SO-2890,1,CUST-0395,SE-1125,WH-EAST,2025-09-02,2025-09-08,2025-09-09,2025-09-07,2025-09-10,25,25,0,14.5,362.5,delivered
SO-2891,1,CUST-0128,HF-1675,WH-SOUTH,2025-08-18,2025-08-24,2025-08-24,2025-08-24,2025-08-25,10,10,0,48.0,480.0,delivered
SO-2892,1,CUST-0440,SE-1995,WH-SOUTH,2025-09-02,2025-09-11,2025-09-11,2025-09-11,2025-09-11,25,25,0,76.0,1900.0,delivered
SO-2893,1,CUST-0183,PB-4675,WH-WEST,2025-09-04,2025-09-09,2025-09-09,2025-09-07,2025-09-09,10,10,0,37.0,370.0,delivered
SO-2894,1,CUST-0245,EC-2790,WH-SOUTH,2025-09-03,2025-09-09,2025-09-10,2025-09-08,2025-09-10,50,50,0,104.0,5200.0,delivered
SO-2895,1,CUST-0335,HF-3090,WH-EAST,2025-08-15,2025-08-23,2025-08-23,2025-08-20,2025-08-23,25,25,0,12.5,312.5,delivered
SO-2896,1,CUST-0102,HF-1230,WH-CENTRAL,2025-09-09,2025-09-15,2025-09-15,2025-09-14,2025-09-16,25,25,0,475.0,11875.0,delivered
SO-2897,1,CUST-0365,HF-2650,WH-WEST,2025-08-25,2025-09-04,2025-09-06,2025-09-06,2025-09-05,5,5,0,61.0,305.0,delivered
SO-2898,1,CUST-0245,PB-6460,WH-CENTRAL,2025-09-03,2025-09-12,2025-09-12,2025-09-12,2025-09-12,25,25,0,6.5,162.5,delivered
SO-2899,1,CUST-0380,EC-1580,WH-CENTRAL,2025-08-15,2025-08-26,2025-08-26,2025-08-26,2025-08-26,50,50,0,37.0,1850.0,delivered
SO-2900,1,CUST-0056,EC-1847,WH-CENTRAL,2025-08-15,2025-08-27,2025-08-28,2025-08-28,2025-08-28,10,10,0,142.0,1420.0,delivered
SO-2901,1,CUST-0168,PB-4455,WH-WEST,2025-08-18,2025-08-25,2025-08-25,2025-08-23,2025-08-25,25,25,0,24.0,600.0,delivered
SO-2902,1,CUST-0305,HF-1010,WH-CENTRAL,2025-09-08,2025-09-22,2025-09-23,2025-09-22,2025-09-23,50,50,0,81.0,4050.0,delivered
SO-2903,1,CUST-0183,PB-4010,WH-CENTRAL,2025-09-02,2025-09-12,2025-09-12,2025-09-11,2025-09-13,100,100,0,31.0,3100.0,delivered
SO-2904,1,CUST-0350,EC-2050,WH-SOUTH,2025-08-18,2025-08-30,2025-09-01,2025-08-30,2025-09-01,10,10,0,3.5,35.0,delivered
SO-2905,1,CUST-0041,EC-3100,WH-CENTRAL,2025-09-24,2025-10-01,2025-10-01,2025-09-28,2025-10-01,25,25,0,149.0,3725.0,delivered
SO-2906,1,CUST-0245,IF-8215,WH-EAST,2025-09-18,2025-09-22,2025-09-24,2025-09-22,2025-09-24,10,10,0,19.0,190.0,delivered
SO-2907,1,CUST-0380,IF-8540,WH-SOUTH,2025-10-10,2025-10-20,2025-10-21,2025-10-18,2025-10-21,25,25,0,26.0,650.0,delivered
SO-2908,1,CUST-0200,IF-7780,WH-SOUTH,2025-10-03,2025-10-10,2025-10-12,2025-10-10,2025-10-11,25,25,0,21.0,525.0,delivered
SO-2909,1,CUST-0260,IF-8760,WH-CENTRAL,2025-09-16,2025-09-19,2025-09-19,2025-09-16,2025-09-20,10,10,0,17.5,175.0,delivered
SO-2910,1,CUST-0025,PB-4340,WH-SOUTH,2025-10-10,2025-10-17,2025-10-18,2025-10-18,2025-10-18,25,25,0,48.0,1200.0,delivered
SO-2911,1,CUST-0025,PB-4010,WH-WEST,2025-10-02,2025-10-15,2025-10-15,2025-10-14,2025-10-15,10,10,0,31.0,310.0,delivered
SO-2912,1,CUST-0056,HF-2760,WH-SOUTH,2025-10-06,2025-10-18,2025-10-18,2025-10-15,2025-10-17,10,10,0,164.0,1640.0,delivered
SO-2913,1,CUST-0305,SE-1890,WH-SOUTH,2025-10-01,2025-10-13,2025-10-13,2025-10-11,2025-10-12,10,10,0,104.0,1040.0,delivered
SO-2914,1,CUST-0335,IF-8320,WH-SOUTH,2025-10-03,2025-10-07,2025-10-07,2025-10-07,2025-10-07,25,25,0,11.0,275.0,delivered
SO-2915,1,CUST-0147,SE-2980,WH-CENTRAL,2025-09-18,2025-09-21,2025-09-21,2025-09-20,2025-09-21,50,50,0,41.0,2050.0,delivered
SO-2916,1,CUST-0410,SE-1780,WH-WEST,2025-09-19,2025-09-26,2025-09-26,2025-09-25,2025-09-26,50,50,0,28.0,1400.0,delivered
SO-2917,1,CUST-0038,EC-1205,WH-EAST,2025-10-01,2025-10-09,2025-10-09,2025-10-09,2025-10-10,10,10,0,48.0,480.0,delivered
SO-2918,1,CUST-0012,SE-1230,WH-WEST,2025-10-06,2025-10-19,2025-10-21,2025-10-19,2025-10-22,25,25,0,209.0,5225.0,delivered
SO-2919,1,CUST-0305,EC-1330,WH-EAST,2025-09-19,2025-09-28,2025-09-28,2025-09-27,2025-09-29,25,25,0,15.0,375.0,delivered
SO-2920,1,CUST-0147,HF-1780,WH-WEST,2025-10-02,2025-10-15,2025-10-15,2025-10-15,2025-10-15,10,10,0,70.0,700.0,delivered
SO-2921,1,CUST-0115,IF-7560,WH-CENTRAL,2025-09-16,2025-09-30,2025-09-30,2025-09-29,2025-09-30,25,25,0,36.0,900.0,delivered
SO-2922,1,CUST-0025,HF-2430,WH-EAST,2025-10-03,2025-10-11,2025-10-11,2025-10-08,2025-10-11,10,10,0,114.0,1140.0,delivered
SO-2923,1,CUST-0025,IF-7010,WH-WEST,2025-09-30,2025-10-05,2025-10-07,2025-10-06,2025-10-06,100,100,0,54.0,5400.0,delivered
SO-2924,1,CUST-0395,PB-6370,WH-SOUTH,2025-10-01,2025-10-07,2025-10-07,2025-10-06,2025-10-07,5,5,0,8.7,43.5,delivered
SO-2925,1,CUST-0134,EC-2595,WH-WEST,2025-09-30,2025-10-10,2025-10-12,2025-10-11,2025-10-12,5,5,0,16.0,80.0,delivered
SO-2926,1,CUST-0038,PB-5320,WH-SOUTH,2025-09-17,2025-09-25,2025-09-25,2025-09-22,2025-09-25,100,100,0,23.0,2300.0,delivered
SO-2927,1,CUST-0056,IF-7230,WH-WEST,2025-09-17,2025-09-20,2025-09-21,2025-09-18,2025-09-21,10,10,0,76.0,760.0,delivered
SO-2928,1,CUST-0610,IF-9090,WH-CENTRAL,2025-09-17,2025-09-28,2025-09-30,2025-09-27,2025-09-30,50,50,0,7.0,350.0,delivered
SO-2929,1,CUST-0335,IF-7995,WH-CENTRAL,2025-09-29,2025-10-07,2025-10-09,2025-10-08,2025-10-09,10,10,0,24.0,240.0,delivered
SO-2930,1,CUST-0115,EC-2160,WH-CENTRAL,2025-09-24,2025-10-03,2025-10-03,2025-10-03,2025-10-03,100,100,0,12.5,1250.0,delivered
SO-2931,1,CUST-0102,EC-1205,WH-EAST,2025-10-06,2025-10-15,2025-10-15,2025-10-14,2025-10-15,25,25,0,48.0,1200.0,delivered
SO-2932,1,CUST-0128,PB-6090,WH-CENTRAL,2025-09-25,2025-10-09,2025-10-10,2025-10-10,2025-10-10,50,50,0,97.0,4850.0,delivered
SO-2933,1,CUST-0520,EC-2885,WH-WEST,2025-10-07,2025-10-14,2025-10-14,2025-10-12,2025-10-15,10,10,0,9.0,90.0,delivered
SO-2934,1,CUST-0700,SE-3460,WH-SOUTH,2025-09-25,2025-10-01,2025-10-02,2025-09-29,2025-10-02,50,50,0,48.0,2400.0,delivered
SO-2935,1,CUST-0012,PB-4230,WH-EAST,2025-10-09,2025-10-15,2025-10-15,2025-10-13,2025-10-15,50,50,0,121.0,6050.0,delivered
SO-2936,1,CUST-0215,IF-8980,WH-SOUTH,2025-10-06,2025-10-14,2025-10-15,2025-10-15,2025-10-15,50,50,0,9.5,475.0,delivered
SO-2937,1,CUST-0089,IF-7780,WH-CENTRAL,2025-09-29,2025-10-08,2025-10-08,2025-10-07,2025-10-08,25,25,0,21.0,525.0,delivered
SO-2938,1,CUST-0102,IF-8320,WH-SOUTH,2025-09-26,2025-10-02,2025-10-03,2025-09-30,2025-10-02,25,25,0,11.0,275.0,delivered
SO-2939,1,CUST-0200,SE-2430,WH-SOUTH,2025-09-24,2025-10-03,2025-10-04,2025-10-03,2025-10-05,10,10,0,121.0,1210.0,delivered
SO-2940,1,CUST-0380,PB-5760,WH-EAST,2025-09-25,2025-10-07,2025-10-08,2025-10-06,2025-10-08,10,10,0,225.0,2250.0,delivered
SO-2941,1,CUST-0730,SE-2980,WH-WEST,2025-09-16,2025-09-29,2025-09-29,2025-09-29,2025-09-29,5,5,0,41.0,205.0,delivered
SO-2942,1,CUST-0630,IF-9090,WH-EAST,2025-09-26,2025-10-04,2025-10-04,2025-10-03,2025-10-04,10,10,0,7.0,70.0,delivered
SO-2943,1,CUST-0089,EC-2680,WH-CENTRAL,2025-09-26,2025-09-29,2025-09-29,2025-09-26,2025-09-28,50,50,0,75.0,3750.0,delivered
SO-2944,1,CUST-0200,SE-2430,WH-CENTRAL,2025-10-02,2025-10-12,2025-10-14,2025-10-14,2025-10-14,100,100,0,121.0,12100.0,delivered
SO-2945,1,CUST-0680,HF-1560,WH-EAST,2025-09-19,2025-09-26,2025-09-28,2025-09-26,2025-09-27,10,10,0,58.0,580.0,delivered
SO-2946,1,CUST-0380,SE-1675,WH-SOUTH,2025-10-07,2025-10-10,2025-10-12,2025-10-10,2025-10-12,10,10,0,48.0,480.0,delivered
SO-2947,1,CUST-0102,IF-9090,WH-EAST,2025-09-24,2025-09-27,2025-09-29,2025-09-28,2025-09-28,5,5,0,7.0,35.0,delivered
SO-2948,1,CUST-0089,EC-2970,WH-CENTRAL,2025-10-06,2025-10-13,2025-10-13,2025-10-11,2025-10-13,25,25,0,28.0,700.0,delivered
SO-2949,1,CUST-0230,PB-4675,WH-SOUTH,2025-09-22,2025-09-29,2025-09-29,2025-09-27,2025-09-28,25,25,0,37.0,925.0,delivered
SO-2950,1,CUST-0500,IF-7125,WH-SOUTH,2025-09-22,2025-09-25,2025-09-25,2025-09-25,2025-09-24,10,10,0,47.0,470.0,delivered
SO-2951,1,CUST-0670,HF-3370,WH-EAST,2025-10-01,2025-10-11,2025-10-13,2025-10-12,2025-10-13,10,10,0,44.0,440.0,delivered
SO-2952,1,CUST-0230,HF-3280,WH-CENTRAL,2025-09-17,2025-09-25,2025-09-25,2025-09-25,2025-09-25,50,50,0,7.7,385.0,delivered
SO-2953,1,CUST-0720,EC-1847,WH-WEST,2025-09-24,2025-09-27,2025-09-28,2025-09-28,2025-09-28,5,5,0,142.0,710.0,delivered
SO-2954,1,CUST-0530,IF-8760,WH-WEST,2025-09-15,2025-09-21,2025-09-23,2025-09-21,2025-09-23,10,10,0,17.5,175.0,delivered
SO-2955,1,CUST-0600,HF-2870,WH-WEST,2025-10-02,2025-10-10,2025-10-10,2025-10-07,2025-10-10,50,50,0,126.0,6300.0,delivered
SO-2956,1,CUST-0350,HF-1780,WH-SOUTH,2025-09-24,2025-10-07,2025-10-07,2025-10-06,2025-10-07,25,25,0,70.0,1750.0,delivered
SO-2957,1,CUST-0134,IF-7995,WH-SOUTH,2025-09-17,2025-09-26,2025-09-28,2025-09-28,2025-09-28,5,5,0,24.0,120.0,delivered
SO-2958,1,CUST-0455,IF-8100,WH-CENTRAL,2025-09-25,2025-10-08,2025-10-08,2025-10-07,2025-10-08,10,10,0,16.5,165.0,delivered
SO-2959,1,CUST-0041,IF-7230,WH-SOUTH,2025-09-22,2025-09-26,2025-09-28,2025-09-26,2025-09-28,25,25,0,76.0,1900.0,delivered
SO-2960,1,CUST-0147,IF-7230,WH-SOUTH,2025-09-25,2025-10-04,2025-10-04,2025-10-02,2025-10-04,25,25,0,76.0,1900.0,delivered
SO-2961,1,CUST-0012,EC-2680,WH-SOUTH,2025-09-22,2025-10-04,2025-10-04,2025-10-03,2025-10-04,50,50,0,75.0,3750.0,delivered
SO-2962,1,CUST-0610,EC-1610,WH-EAST,2025-09-19,2025-09-23,2025-09-23,2025-09-20,2025-09-23,5,5,0,19.0,95.0,delivered
SO-2963,1,CUST-0520,IF-7560,WH-CENTRAL,2025-10-03,2025-10-14,2025-10-14,2025-10-13,2025-10-14,25,25,0,36.0,900.0,delivered
SO-2964,1,CUST-0012,IF-7780,WH-CENTRAL,2025-10-02,2025-10-16,2025-10-16,2025-10-13,2025-10-15,50,50,0,21.0,1050.0,delivered
SO-2965,1,CUST-0147,HF-3460,WH-WEST,2025-09-26,2025-10-05,2025-10-05,2025-10-05,2025-10-05,5,5,0,87.0,435.0,delivered
SO-2966,1,CUST-0171,HF-1780,WH-SOUTH,2025-10-07,2025-10-13,2025-10-13,2025-10-12,2025-10-13,25,25,0,70.0,1750.0,delivered
SO-2967,1,CUST-0128,SE-1230,WH-SOUTH,2025-09-19,2025-09-24,2025-09-24,2025-09-21,2025-09-25,50,50,0,209.0,10450.0,delivered
SO-2968,1,CUST-0168,SE-2980,WH-WEST,2025-10-02,2025-10-07,2025-10-07,2025-10-05,2025-10-06,10,10,0,41.0,410.0,delivered
SO-2969,1,CUST-0425,IF-7675,WH-CENTRAL,2025-10-02,2025-10-16,2025-10-16,2025-10-13,2025-10-17,50,50,0,14.0,700.0,delivered
SO-2970,1,CUST-0305,SE-1455,WH-CENTRAL,2025-09-24,2025-10-05,2025-10-05,2025-10-03,2025-10-05,25,25,0,31.0,775.0,delivered
SO-2971,1,CUST-0395,PB-4560,WH-WEST,2025-10-07,2025-10-16,2025-10-17,2025-10-17,2025-10-17,25,25,0,20.0,500.0,delivered
SO-2972,1,CUST-0147,EC-2595,WH-WEST,2025-09-29,2025-10-06,2025-10-07,2025-10-04,2025-10-08,10,10,0,16.0,160.0,delivered
SO-2973,1,CUST-0012,HF-2215,WH-SOUTH,2025-09-16,2025-09-19,2025-09-19,2025-09-16,2025-09-19,10,10,0,41.0,410.0,delivered
SO-2974,1,CUST-0290,IF-7995,WH-WEST,2025-09-23,2025-09-29,2025-09-29,2025-09-26,2025-09-29,25,25,0,24.0,600.0,delivered
SO-2975,1,CUST-0073,HF-2650,WH-EAST,2025-10-06,2025-10-17,2025-10-17,2025-10-14,2025-10-17,50,50,0,61.0,3050.0,delivered
SO-2976,1,CUST-0320,EC-2050,WH-EAST,2025-09-17,2025-09-27,2025-09-29,2025-09-27,2025-09-29,25,25,0,3.5,87.5,delivered
SO-2977,1,CUST-0660,HF-3460,WH-WEST,2025-09-24,2025-10-01,2025-10-02,2025-10-01,2025-10-03,25,25,0,87.0,2175.0,delivered
SO-2978,1,CUST-0455,EC-2490,WH-WEST,2025-09-19,2025-09-24,2025-09-26,2025-09-24,2025-09-26,10,10,0,65.0,650.0,delivered
SO-2979,1,CUST-0425,PB-6280,WH-WEST,2025-09-16,2025-09-30,2025-10-02,2025-09-29,2025-10-02,25,25,0,24.0,600.0,delivered
SO-2980,1,CUST-0245,EC-2291,WH-SOUTH,2025-09-17,2025-09-27,2025-09-29,2025-09-29,2025-09-30,50,50,0,112.0,5600.0,delivered
SO-2981,1,CUST-0128,EC-1847,WH-EAST,2025-10-07,2025-10-12,2025-10-12,2025-10-12,2025-10-12,10,10,0,142.0,1420.0,delivered
SO-2982,1,CUST-0067,IF-9370,WH-SOUTH,2025-10-09,2025-10-18,2025-10-18,2025-10-16,2025-10-19,5,5,0,10.0,50.0,delivered
SO-2983,1,CUST-0115,PB-5320,WH-CENTRAL,2025-09-29,2025-10-03,2025-10-03,2025-10-01,2025-10-04,25,25,0,23.0,575.0,delivered
SO-2984,1,CUST-0600,HF-2100,WH-SOUTH,2025-09-19,2025-10-01,2025-10-01,2025-09-29,2025-10-01,25,25,0,10.5,262.5,delivered
SO-2985,1,CUST-0171,HF-1995,WH-CENTRAL,2025-09-15,2025-09-21,2025-09-21,2025-09-20,2025-09-22,10,10,0,31.0,310.0,delivered
SO-2986,1,CUST-0025,PB-5980,WH-CENTRAL,2025-10-10,2025-10-14,2025-10-14,2025-10-11,2025-10-13,25,25,0,26.5,662.5,delivered
SO-2987,1,CUST-0510,EC-1330,WH-SOUTH,2025-09-15,2025-09-29,2025-09-29,2025-09-26,2025-09-30,10,10,0,15.0,150.0,delivered
SO-2988,1,CUST-0320,PB-4995,WH-SOUTH,2025-09-26,2025-10-10,2025-10-10,2025-10-08,2025-10-09,25,25,0,33.0,825.0,delivered
SO-2989,1,CUST-0365,SE-1340,WH-WEST,2025-09-22,2025-10-01,2025-10-01,2025-09-30,2025-10-02,25,25,0,24.0,600.0,delivered
SO-2990,1,CUST-0680,EC-2050,WH-EAST,2025-09-16,2025-09-20,2025-09-20,2025-09-19,2025-09-20,50,50,0,3.5,175.0,delivered
SO-2991,1,CUST-0640,PB-6280,WH-EAST,2025-09-16,2025-09-23,2025-09-23,2025-09-23,2025-09-23,10,10,0,24.0,240.0,delivered
SO-2992,1,CUST-0168,IF-9460,WH-CENTRAL,2025-10-08,2025-10-11,2025-10-12,2025-10-10,2025-10-12,10,10,0,12.0,120.0,delivered
SO-2993,1,CUST-0200,SE-2215,WH-WEST,2025-09-29,2025-10-10,2025-10-10,2025-10-09,2025-10-11,25,25,0,11.5,287.5,delivered
SO-2994,1,CUST-0365,IF-7890,WH-CENTRAL,2025-09-23,2025-10-03,2025-10-03,2025-10-01,2025-10-03,5,5,0,45.0,225.0,delivered
SO-2995,1,CUST-0245,HF-1560,WH-SOUTH,2025-09-25,2025-10-09,2025-10-11,2025-10-08,2025-10-10,100,100,0,58.0,5800.0,delivered
SO-2996,1,CUST-0073,EC-2050,WH-SOUTH,2025-09-16,2025-09-27,2025-09-28,2025-09-25,2025-09-28,25,25,0,3.5,87.5,delivered
SO-2997,1,CUST-0025,IF-7340,WH-SOUTH,2025-09-19,2025-09-26,2025-09-26,2025-09-26,2025-09-26,5,5,0,64.0,320.0,delivered
SO-2998,1,CUST-0230,SE-1780,WH-EAST,2025-10-06,2025-10-18,2025-10-18,2025-10-18,2025-10-18,50,50,0,28.0,1400.0,delivered
SO-2999,1,CUST-0230,IF-7010,WH-WEST,2025-10-08,2025-10-19,2025-10-19,2025-10-18,2025-10-18,25,25,0,54.0,1350.0,delivered
SO-3000,1,CUST-0380,PB-5760,WH-EAST,2025-10-08,2025-10-13,2025-10-13,2025-10-13,2025-10-13,25,25,0,225.0,5625.0,delivered
SO-3001,1,CUST-0183,SE-3370,WH-SOUTH,2025-09-29,2025-10-07,2025-10-08,2025-10-07,2025-10-08,25,25,0,18.0,450.0,delivered
SO-3002,1,CUST-0260,SE-3195,WH-EAST,2025-10-07,2025-10-13,2025-10-13,2025-10-10,2025-10-13,50,50,0,12.0,600.0,delivered
SO-3003,1,CUST-0115,HF-1230,WH-EAST,2025-09-23,2025-09-28,2025-09-30,2025-09-27,2025-09-30,10,10,0,475.0,4750.0,delivered
SO-3004,1,CUST-0455,IF-7675,WH-SOUTH,2025-09-22,2025-09-26,2025-09-26,2025-09-26,2025-09-27,10,10,0,14.0,140.0,delivered
SO-3005,1,CUST-0455,IF-7340,WH-CENTRAL,2025-09-25,2025-10-01,2025-10-01,2025-10-01,2025-10-02,25,25,0,64.0,1600.0,delivered
SO-3006,1,CUST-0073,IF-8215,WH-EAST,2025-09-19,2025-09-22,2025-09-22,2025-09-21,2025-09-23,10,10,0,19.0,190.0,delivered
SO-3007,1,CUST-0025,IF-9460,WH-EAST,2025-10-02,2025-10-15,2025-10-15,2025-10-15,2025-10-15,10,10,0,12.0,120.0,delivered
SO-3008,1,CUST-0147,HF-3195,WH-EAST,2025-09-22,2025-09-26,2025-09-26,2025-09-26,2025-09-26,25,25,0,52.0,1300.0,delivered
SO-3009,1,CUST-0350,IF-7340,WH-SOUTH,2025-09-26,2025-10-07,2025-10-07,2025-10-06,2025-10-07,25,25,0,64.0,1600.0,delivered
SO-3010,1,CUST-0305,EC-2291,WH-WEST,2025-10-06,2025-10-13,2025-10-13,2025-10-11,2025-10-13,25,25,0,112.0,2800.0,delivered
SO-3011,1,CUST-0720,EC-1330,WH-EAST,2025-10-10,2025-10-14,2025-10-15,2025-10-14,2025-10-15,25,25,0,15.0,375.0,delivered
SO-3012,1,CUST-0134,IF-7995,WH-EAST,2025-10-06,2025-10-13,2025-10-14,2025-10-12,2025-10-14,10,10,0,24.0,240.0,delivered
SO-3013,1,CUST-0305,PB-4230,WH-CENTRAL,2025-10-03,2025-10-14,2025-10-14,2025-10-12,2025-10-14,10,10,0,121.0,1210.0,delivered
SO-3014,1,CUST-0134,IF-8980,WH-CENTRAL,2025-09-24,2025-09-27,2025-09-29,2025-09-27,2025-09-29,50,50,0,9.5,475.0,delivered
SO-3015,1,CUST-0073,IF-7560,WH-WEST,2025-09-22,2025-10-02,2025-10-03,2025-10-03,2025-10-03,10,10,0,36.0,360.0,delivered
SO-3016,1,CUST-0115,IF-8870,WH-WEST,2025-09-15,2025-09-27,2025-09-27,2025-09-27,2025-09-28,10,10,0,6.0,60.0,delivered
SO-3017,1,CUST-0041,SE-1125,WH-WEST,2025-10-03,2025-10-13,2025-10-13,2025-10-11,2025-10-12,5,5,0,14.5,72.5,delivered
SO-3018,1,CUST-0115,PB-4995,WH-WEST,2025-09-15,2025-09-22,2025-09-23,2025-09-21,2025-09-23,100,100,0,33.0,3300.0,delivered
SO-3019,1,CUST-0440,EC-1835,WH-EAST,2025-10-07,2025-10-17,2025-10-19,2025-10-17,2025-10-20,10,10,0,11.5,115.0,delivered
SO-3020,1,CUST-0012,PB-6280,WH-EAST,2025-10-07,2025-10-18,2025-10-18,2025-10-18,2025-10-18,50,50,0,24.0,1200.0,delivered
SO-3021,1,CUST-0147,IF-7560,WH-WEST,2025-09-15,2025-09-21,2025-09-22,2025-09-21,2025-09-22,25,25,0,36.0,900.0,delivered
SO-3022,1,CUST-0200,HF-1340,WH-SOUTH,2025-09-23,2025-10-02,2025-10-03,2025-10-02,2025-10-03,10,10,0,14.5,145.0,delivered
SO-3023,1,CUST-0230,SE-1230,WH-EAST,2025-09-19,2025-10-02,2025-10-02,2025-09-30,2025-10-01,5,5,0,209.0,1045.0,delivered
SO-3024,1,CUST-0025,IF-7890,WH-WEST,2025-10-02,2025-10-16,2025-10-17,2025-10-16,2025-10-18,25,25,0,45.0,1125.0,delivered
